#separator:tab
#html:true
#tags column:7
Achille Talon 	BD et leurs créateurs 	Greg Un homme rondelet, son voisin Hilarion Lefuneste, sa fiancée Virgule de Guillemets 				
Laura Pausini 	Chanteurs et chanteuses italien 	Cette chanteuse est la seule Italienne à avoir remporté un Grammy Award et quatre Latin Grammy Awards. Née en 1974 à Faenza (Émilie-Romagne) 	La solitudine , Tra te e il mare , On n'oublie jamais rien, on vit avec (en duo avec Hélène Ségara) 	Laura Pausini 		
Félix Leclerc 	Chanteurs canadiens francophones 	Ce chanteur a été à l'origine de la tradition des chansonniers québécois. Ami de Raymond Devos, ils partageaient un goût commun pour la langue française et le désir de défendre la création artistique de qualité. 1914 à La Tuque (Québec) – 1988 à Saint-Pierre-de-l'Île-d'Orléans (Québec) 	Moi, mes souliers , Le Train du Nord , Bozo , Le Petit Bonheur 	Image: <img src=http://www.quizypedia.fr/site_media/images/321/321346969194.jpeg>		
Gilles Vigneault 	Chanteurs canadiens francophones 	"Plusieurs personnes considèrent aujourd'hui sa chanson ""Gens du pays"" comme étant l'hymne national non officiel des Québécois. Né en 1928 à Natashquan (Québec) "	Mon pays , Gens du pays , I went to the market 	Image: <img src=http://www.quizypedia.fr/site_media/images/878/878337549524.jpeg>		
Jean-Pierre Ferland 	Chanteurs canadiens francophones 	"Sa chanson ""Je reviens chez nous"" restera son plus grand succès en France. Né en 1934 à Montréal "	Je reviens chez nous , Un peu plus haut, un peu plus loin 	Image: <img src=http://www.quizypedia.fr/site_media/images/420/420078096312.jpeg>		
Robert Charlebois 	Chanteurs canadiens francophones 	"Ce chanteur est considéré comme un géant de la chanson québécoise aux  côtés de Félix Leclerc et Gilles Vigneault, avec lesquels il fera le spectacle ""J'ai vu le loup, le renard, le lion"". Né en 1944 à Montréal "	Je reviendrai à Montréal ,  Lindberg (avec Louise Forestier) , Ordinaire 	Image: <img src=http://www.quizypedia.fr/site_media/images/903/903459942043.jpeg>		
Claude Dubois 	Chanteurs canadiens francophones 	"En 1978, sollicité par Luc Plamondon, il joue le rôle de Zéro Janvier dans le spectacle musical Starmania.  En France, il est essentiellement connu pour l'interprétation du ""Blues du businessman"". Né en 1947 à Montréal "	Le Blues du businessman , Plein de tendresse 			
Daniel Lavoie 	Chanteurs canadiens francophones 	"En 1998, ce chanteur accepte de jouer le rôle du prêtre Claude Frollo dans la comédie musicale ""Notre-Dame de Paris"" de Luc Plamondon et Richard Cocciante. Né en 1949 à Dunrea (Manitoba-Canada) "	Ils s'aiment , Je voudrais voir New York 	Image: <img src=http://www.quizypedia.fr/site_media/images/170/170900181990.jpeg>		
Bruno Pelletier 	Chanteurs canadiens francophones 	Il s'est fait connaître un temps du public français en interprétant Gringoire  dans la comédie musicale Notre-Dame de Paris. Né en 1962 à Charlesbourg (Québec) 	Le Temps des Cathédrales ,  la Moitié de Nous (en duo avec Hélène Ségara) 	Image: <img src=http://www.quizypedia.fr/site_media/images/563/563972013962.jpeg>		
Roch Voisine 	Chanteurs canadiens francophones 	Une blessure musculaire stoppe sa carrière de sportif avant son entrée dans l'équipe nationale junior de hockey sur glace. Né en 1963 à Saint-Basile, aujourd'hui un quartier d'Edmundston (Canada) 	Hélène , Tant pis 	Image: <img src=http://www.quizypedia.fr/site_media/images/435/435251154471.jpeg>		
Garou 	Chanteurs canadiens francophones 	"Il devient célèbre en France en interprétant le personnage de Quasimodo dans la comédie musicale ""Notre-Dame de Paris"". Né en 1972 à Sherbrooke (Québec) "	Seul , Sous le vent (en duo avec Céline Dion) , Reviens 	Image: <img src=http://www.quizypedia.fr/site_media/images/235/235831669967.jpeg>		
Corneille 	Chanteurs canadiens francophones 	Ce chanteur a 17 ans lors du génocide rwandais. Un groupe armé entre dans la maison familiale et tue ses parents (sa mère est Hutu et son père Tutsi) ainsi que ses frères et sœurs. En 2004, il obtient sa citoyenneté canadienne. Né en 1977 à Fribourg-en-Brisgau (Allemagne) 	Seul au Monde , Parce qu'on vient de loin 	Image: <img src=http://www.quizypedia.fr/site_media/images/071/071909461794.jpeg>		
Diane Dufresne 	Chanteuses canadiennes francophones 	"Reconnue pour ses costumes excentriques, elle est considérée comme l'une des plus grandes chanteuses québécoises. En 1978-1979, elle participe à la comédie musicale ""Starmania"" en interprétant le rôle de Stella Spotlight. Née en 1944 à Montréal "	J'ai rencontré l'homme de ma vie , Les Adieux d’un sex-symbol 	Image: <img src=http://www.quizypedia.fr/site_media/images/506/506343044957.jpeg>		
Ginette Reno 	Chanteuses canadiennes francophones 	"Cette chanteuse a marqué le Québec en interprétant la chanson de Jean-Pierre Ferland ""Un peu plus haut un peu plus loin"" devant 250 000 personnes pour célébrer la Fête nationale du Québec en 1975. Née en 1946 à Montréal "	Je ne suis qu'une chanson , J'ai besoin de parler 			
Fabienne Thibeault 	Chanteuses canadiennes francophones 	"Le parolier Luc Plamondon lui offre de tenir le rôle de Marie-Jeanne dans son opéra-rock ""Starmania"". Le succès des chansons est immédiat et la place au rang des artistes les plus populaires de la francophonie. Née en 1952 à Montréal "	Le Monde est stone , Les Uns contre les autres , Question de feeling (en duo avec Richard Cocciante) 	Image: <img src=http://www.quizypedia.fr/site_media/images/336/336804616179.jpeg>		
Diane Tell 	Chanteuses canadiennes francophones 	"En 1990, Michel Berger et Luc Plamondon lui donnent un des rôles principaux, celui de la groupie, de la comédie musicale ""La Légende de Jimmy"", spectacle sur la vie de James Dean. Née en 1959 à Québec "	Si j'étais un homme , La Légende de Jimmy , Faire à nouveau connaissance 			
Lynda Lemay 	Chanteuses canadiennes francophones 	Connue pour ses chansons à histoires, elle a vendu plus de 4 millions d'albums jusqu'en février 2015. Née en 1966 à Portneuf (Canada) 	Les Souliers verts , La Visite , La Centenaire , Le plus fort, c'est mon père 	Image: <img src=http://www.quizypedia.fr/site_media/images/238/238009747191.jpeg>		
Céline Dion 	Chanteuses canadiennes francophones 	Cette chanteuse alterne les albums en français et en anglais et réussit à s'imposer comme une des chanteuses les plus importantes dans ces deux langues. Née en 1968 à Charlemagne (Québec) 	D'amour ou d'amitié ,  Ne partez pas sans moi  , Pour que tu m'aimes encore , My Heart Will Go On 	Image: <img src=http://www.quizypedia.fr/site_media/images/609/609756025085.jpeg>		
Isabelle Boulay 	Chanteuses canadiennes francophones 	"En 1995, Luc Plamondon lui offre le rôle de Marie-Jeanne dans la 3e version de son opéra-rock ""Starmania"". Son album de reprises de Serge Reggiani est Disque de platine en France et au Canada. Née en 1972 à Sainte-Félicité, en Gaspésie (Québec) "	Parle-moi , Un jour ou l'autre 	Image: <img src=http://www.quizypedia.fr/site_media/images/244/244065433791.jpeg>		
Natasha St-Pier 	Chanteuses canadiennes francophones 	"En 2001, cette chanteuse est choisie pour représenter la France au 46e Concours Eurovision avec la chanson ""Je n'ai que mon âme"" où elle termine à la 4e place. Née en 1981 à Bathurst, au Nouveau-Brunswick (Canada) "	Je n'ai que mon âme , Tu trouveras , Mourir demain (duo avec Pascal Obispo) 	"Image: <img src=""http://www.quizypedia.fr/site_media/images/929/929101901510.jpeg"">"		
Cœur de pirate 	Chanteuses canadiennes francophones 	"En 2014, sa reprise de ""Mistral gagnant"" sort en single comme promo de l'album-hommage collectif ""La Bande à Renaud"". Née en 1989 à Montréal "	Comme des enfants , Pour un infidèle (en duo avec Julien Doré) 	Image: <img src=http://www.quizypedia.fr/site_media/images/161/161680519369.jpeg>		
Annie Cordy 	Actrices belges 	Cette actrice est également chanteuse et meneuse de revue. Très énergique et toujours de bonne humeur lors de ses apparitions en public, elle a vanté les mérites du sourire. Le Chanteur de Mexico , Le Passager de la pluie , Le Chat , Rue Haute , Les Souvenirs 	Image: <img src=http://www.quizypedia.fr/site_media/images/586/586956814723.jpeg>			
Yolande Moreau 	Actrices belges 	Cette comédienne est la seule comédienne belge à avoir gagné deux César de la meilleure actrice. Quand la mer monte... , Séraphine , Mammuth , Camille redouble 	Image: <img src=http://www.quizypedia.fr/site_media/images/602/602305533408.jpeg>			
Grace de Capitani 	Actrices belges 	Ses deux films à succès, tournés dans les années 80, ont été réalisés par Claude Zidi. Les Sous-doués en vacances , Les Ripoux , Promotion canapé 	Image: <img src=http://www.quizypedia.fr/site_media/images/299/299546961113.jpeg>			
Alexandra Vandernoot 	Actrices belges 	"Cette comédienne est surtout connue internationalement pour son rôle de la fiancée de Duncan MacLeod dans la série télévisée ""Highlander"". Le Souper , Le Dîner de cons , Le Placard , Jeune homme "				
Helena Noguerra 	Actrices belges 	Cette actrice, chanteuse, écrivain et auteur de théâtre, de nationalité belge et d'origine portugaise, est la sœur cadette de la chanteuse Lio. Ah ! si j'étais riche , L'Arnacœur , L'Élève Ducobu , Fiston 	Image: <img src=http://www.quizypedia.fr/site_media/images/927/927866620775.jpeg>			
Virginie Hocq 	Actrices belges 	Cette comédienne est également une humoriste et a réalisé plusieurs one-woman-show. Incognito , La Liste de mes envies , Arrête ton cinéma ! 	Image: <img src=http://www.quizypedia.fr/site_media/images/208/208523833356.jpeg>			
Cécile de France 	Actrices belges 	"En 2003, c'est le succès critique du film d'horreur ""Haute Tension"" d'Alexandre Aja, qui la fait connaître internationalement. L'Auberge espagnole , Un secret , Au-delà , Le Gamin au vélo , Möbius "	Image: <img src=http://www.quizypedia.fr/site_media/images/436/436159018689.jpeg>			
Marie Gillain 	Actrices belges 	"En 1995, son rôle dans ""L'Appât"" de Bertrand Tavernier lui vaut une nomination aux César, un ours d'or à Berlin et le Prix Romy-Schneider. Mon père, ce héros , L'Appât , Pars vite et reviens tard , La Très Très Grande Entreprise "	Image: <img src=http://www.quizypedia.fr/site_media/images/756/756195202690.jpeg>			
Virginie Efira 	Actrices belges 	"Avant d'être comédienne, elle commence par une carrière d'animatrice à la télévision belge et en France. En 2006, elle remplace Benjamin Castaldi à la présentation de la ""Nouvelle Star"" sur M6. 20 ans d'écart , Le Grand Bain , Un amour impossible "	Image: <img src=http://www.quizypedia.fr/site_media/images/446/446243789665.jpeg>			
Emilie Dequenne 	Actrices belges 	"Son tout premier rôle à 17 ans dans ""Rosetta"" des frères Dardenne lui vaut le Prix d'interprétation féminine au Festival de Cannes 1999. Rosetta , Le Pacte des loups , La Fille du RER , A perdre la raison "	Image: <img src=http://www.quizypedia.fr/site_media/images/903/903925703967.jpeg>			
Déborah François 	Actrices belges 	"En 2009, cette comédienne remporte le César du meilleur espoir féminin avec le rôle de Fleur dans ""Le Premier Jour du reste de ta vie"" de Rémi Bezançon. L'Enfant , La Tourneuse de pages , Le Premier Jour du reste de ta vie , Populaire "	"Image: <img src=""http://www.quizypedia.fr/site_media/images/654/654961170200.jpeg"">"			
Jacques Brel 	Acteurs belges 	Cet acteur est avant tout connu pour sa carrière d'auteur-compositeur-interprète et poète. Les Risques du métier , Mon oncle Benjamin , Franz , L'Emmerdeur 	Image: <img src=http://www.quizypedia.fr/site_media/images/255/255625012298.jpeg>			
Jean-Claude Drouot 	Acteurs belges 	Il fut très populaire en France dans les années 60 en tenant le rôle principal d'une série à succès. C'est le premier acteur à avoir fait la une du magazine Télé Poche le 15 janvier 1966. Thierry la Fronde , Les Gens de Mogador , Gaston Phébus , La Rivière Espérance (séries) 				
Ronny Coutteure 	Acteurs belges 	"Cet acteur est surtout célèbre pour son rôle régulier de copain belge d’Indiana Jones dans la série télévisée américaine produite par Georges Lucas ""Les Aventures du jeune Indiana Jones"". Hiver 60 , Zig Zag Story , Le Roi de Paris , Arlette "	Image: <img src=http://www.quizypedia.fr/site_media/images/495/495415373881.jpeg>			
Jean-Claude Van Damme 	Acteurs belges 	Après avoir appris intensivement les arts martiaux dès l'âge de dix ans, cet acteur connaît d'abord un succès national comme spécialiste d'arts martiaux et bodybuilder, remportant le titre de « M. Belgium ». Bloodsport ,  Full Contact , Universal Soldier , Timecop 	Image: <img src=http://www.quizypedia.fr/site_media/images/684/684966542787.jpeg>			
Olivier Gourmet 	Acteurs belges 	"Sa collaboration avec Jean-Pierre et Luc Dardenne, devenus ses réalisateurs fétiches, lui vaut, en 2002, le prix d'interprétation masculine au festival de Cannes pour le film ""Le Fils"". La Promesse , Rosetta , Le Fils , L'Exercice de l'État "	Image: <img src=http://www.quizypedia.fr/site_media/images/990/990879932531.jpeg>			
Benoît Poelvoorde 	Acteurs belges 	"Cet acteur est également connu pour son rôle dans la série humoristique ""Les Carnets de Monsieur Manatane"" diffusée sur Canal +. C'est arrivé près de chez vous , Les Randonneurs , Le Vélo de Ghislain Lambert , Podium "	Image: <img src=http://www.quizypedia.fr/site_media/images/263/263595034586.jpeg>			
Bouli Lanners 	Acteurs belges 	Son film Eldorado fut nommé pour le César du meilleur film étranger en 2008. Ultranova , Eldorado , Les Géants , Les Premiers, les Derniers 	Image: <img src=http://www.quizypedia.fr/site_media/images/694/694656388396.jpeg>			
Stéphane De Groodt 	Acteurs belges 	"Cet acteur animait, sur un ton humoristique mêlant jeux de mots et calembours, une chronique de quelques minutes intitulée ""Retour vers le futur"" dans l'émission de Canal + ""Le Supplément"". Mauvais Genres , Une heure de tranquillité , Barbecue , Paris-Willouby "	Image: <img src=http://www.quizypedia.fr/site_media/images/187/187555409600.jpeg>			
François Damiens 	Acteurs belges 	Passionné par les canulars et les sketches depuis l'enfance, cet acteur met en scène des caméras cachées et crée à cette occasion le personnage de François L'Embrouille. L'Arnacœur , Une pure affaire , La Délicatesse , La Famille Bélier 	Image: <img src=http://www.quizypedia.fr/site_media/images/200/200773607616.jpeg>			
Matthias Schoenaerts 	Acteurs belges 	"En 2013, il remporte le César du meilleur espoir masculin pour ""De rouille et d'os"", devenant ainsi le premier acteur belge à remporter la statuette. Bullhead , De rouille et d'os , Quand vient la nuit , Les Jardins du roi , Loin de la foule déchaînée "	Image: <img src=http://www.quizypedia.fr/site_media/images/726/726564816363.jpeg>			
Jérémie Renier 	Acteurs belges 	"Cet acteur se fait connaître dès l'âge de quinze ans pour son rôle dans le film ""La Promesse"" des frères Jean-Pierre et Luc Dardenne. La Promesse , Les Amants criminels , L'Enfant , Potiche , Cloclo "	Image: <img src=http://www.quizypedia.fr/site_media/images/939/939288435162.jpeg>			
La Tête et les Jambes 	Jeux TV  	Un candidat répond à des questions complexes sur un thème précis. En cas d'échec, un sportif de haut niveau doit le rattraper en effectuant une performance minimum pour lui permettre de rester en jeu. Pierre Bellemare , Philippe Gildas et Thierry Roland 				
Intervilles 	Jeux TV  	Affrontement entre deux villes françaises à travers une série d'épreuves physiques dont les célèbres vachettes. Guy Lux, Léon Zitrone et Simone Garnier , Jean-Pierre Foucault, Nathalie Simon et Fabrice (entre autres) 				
Jeux sans frontières 	Jeux TV  	Calqué sur un jeu français, c'est le Général de Gaulle qui aurait eu l'idée de ce jeu dans lequel différents pays européens s'affrontent dans des épreuves sportives. Guy Lux, Simone Garnier, Claude Savarit, Georges Beller, Daniela Lumbroso, Marie-Ange Nardi, Nelson Monfort (entre autres) 				
Monsieur Cinéma 	Jeux TV  	L'émission était divisée en deux parties : d'abord une présentation de l'actualité cinématographique, puis un jeu dans lequel deux candidats devaient répondre à différentes questions sur le septième art. Pierre Tchernia et Jacques Rouland 				
Le Schmilblic 	Jeux TV  	La photo en très gros plan d'un objet était présentée et les candidats devaient retrouver de quoi il s'agissait en posant des questions auxquelles on ne pouvait répondre que par oui ou non. Guy Lux secondé par Jean-Marc Epinoux 				
Les Jeux de 20 heures 	Jeux TV  	L'émission consistait à poser des questions de culture générale à des célébrités invitées (chanteurs, comiques ou acteurs) et à des candidats en duplex depuis la province ou de la région parisienne. Jean-Pierre Descombes, Maître Capello et Maurice Favières puis Marc Menant 				
La Chasse aux trésors 	Jeux TV  	Lors du jeu, un reporter cherche des objets en hélicoptère. L'émission fait découvrir, vue du ciel, une région d'un pays étranger grâce à la résolution de trois énigmes que des candidats, en studio à Paris, doivent résoudre. Philippe Gildas, Jean Lanzi, Didier Lecat, Philippe de Dieuleveult 				
L'Académie des neuf 	Jeux TV  	Deux candidats s'affrontent selon le principe du jeu de morpion à partir de questions posées à neuf personnalités. Jean-Pierre Foucault , Yves Lecoq , Benjamin Castaldi 				
Super Défi 	Jeux TV  	De jeunes concurrents doivent s'opposer sur une console de jeux vidéo. Le vainqueur affronte un personnage costumé champion de jeux vidéo. Christophe Dechavanne 				
Les Affaires sont les affaires 	Jeux TV  	Les candidats du jour participent d'abord à un quiz pour remporter de l’argent. Puis, la somme remportée permet d’acheter des objets, qu’ils pourront ensuite échanger avec des boîtes au contenu surprise. Sophie Garel, Georges Beller,Gérard Hernandez, Sophie Michaud, Daniel Prévost 				
La Maxi-Tête 	Jeux TV  	"Le but du jeu est de retrouver à quelles personnalités appartenaient les différentes parties d'un visage. On pouvait aussi entendre leur voix prononcer une partie de la phrase : ""Canal +, c'est plus"". Roger Zabel , Sophie Favier "				
Anagram 	Jeux TV  	Deux candidats aidés chacun d'une personnalité s'affrontent sur des jeux de lettres. Le finaliste doit guider son partenaire pour qu'il vise juste sur une cible avec une arbalète. Michel Constantin puis Daniel Prévost 				
Génies en herbe 	Jeux TV  	Deux équipes de quatre joueurs (souvent représentant un lycée) répondent à diverses questions de culture générale. Patrice Drevet , Marc Bessou , Olivier Minne (entre autres) 				
Tournez manège ! 	Jeux TV  	L'émission était divisée en trois parties dont la plus populaire était Le Jeu des célibataires. Evelyne Leclercq, Simone Garnier et Fabienne Egal puis Sébastien Cauet 				
Star quizz 	Jeux TV  	Trois candidats s’affrontent autour de questions de culture générale. Ils sont ensuite en face d'un mur d'images sur lequel des thèmes leur sont proposés. Pour finir, ils doivent répondre à une question posée par une personnalité. Philippe Risoli , Alexandra Kazan 				
Le Juste Prix 	Jeux TV  	Le jeu consiste à évaluer correctement le prix de divers biens de consommation et se déroule en plusieurs étapes aux gains potentiels croissants. Max Meynier , Eric Galliano , Patrick Roy , Philippe Risoli , Vincent Lagaf' 				
La Roue de la fortune 	Jeux TV  	Trois candidats doivent résoudre une énigme similaire au jeu du pendu en proposant des lettres. Michel Robbe , Christian Morin , Olivier Chiabodo , Christophe Dechavanne , Benjamin Castaldi 				
Les Grandes oreilles 	Jeux TV  	Des candidats, assis sur des rocking-chair à oreilles de lapin, écoutaient un extrait de musique et devaient se lever et se ruer sur un buzzer à quelques mètres d'eux. Eric Galliano , Patrick Roy 				
Jeopardy! 	Jeux TV  	À partir de réponses, trois candidats doivent trouver la question correspondante. Chaque bonne réponse rapporte une somme, chaque erreur la fait perdre. Ils peuvent choisir entre cinq thèmes et cinq valeurs de réponses. Philippe Risoli 				
Dessinez, c'est gagné ! 	Jeux TV  	Deux équipes (les hommes contre les femmes) s'affrontent en essayant de faire deviner des mots en les dessinant, sans pouvoir ni mimer ni parler. Patrice Laffont , Eric Galliano 				
Une famille en or 	Jeux TV  	Deux équipes doivent donner leur opinion sur des questions posées dans la rue à des Français dans le but de se rapprocher le plus de l'opinion des Français sondés. Patrick Roy , Bernard Montiel , Laurent Cabrol , Alexandre Delpérier , Pascal Brunner , Alain Gillot-Pétré , Christophe Dechavanne , Arnaud Tsamère 				
Motus 	Jeux TV  	Le jeu repose sur la recherche de mots d'un nombre fixé de lettres sur le principe du Mastermind. Deux équipes s'affrontent pendant la Première partie. À la suite de celle-ci, l'équipe victorieuse tente d'empocher la cagnotte lors de la Super partie. Thierry Beccaro 				
Que le meilleur gagne 	Jeux TV  	200 candidats doivent répondre à des questions à choix multiples. Dès qu'un candidat ne répond pas correctement, il est éliminé. Une question de rapidité permet de ne conserver que dix candidats en vue de la victoire finale. Laurence Boccolini , Laurent Petitguillaume , Nagui 				
Pyramide 	Jeux TV  	Les joueurs (un candidat et un maître-mots) doivent deviner un mot que leur partenaire tente de leur faire découvrir sans pouvoir dire le mot en question mais en utilisant des synonymes ou autres astuces. Patrice Laffont , Marie-Ange Nardi , Olivier Minne 				
N'oubliez pas votre brosse à dents 	Jeux TV  	Jeu décalé dans lequel 320 personnes devaient venir avec leurs valises car chacune était susceptible de partir en cours d'émission pour un voyage. La première destination était une semaine à l'île Maurice ou un week-end à Lille chez Maurice. Nagui 				
Fa si la chanter 	Jeux TV  	Trois candidats doivent reconnaître les titres de chansons célèbres, principalement de variétés, jouées par un orchestre et chantonnées par deux choristes. Pascal Brunner , Cyril Hanouna 				
Qui est qui ? 	Jeux TV  	Trois candidats s'affrontent en essayant de deviner le métier (ou la passion) de six personnes. Marie-Ange Nardi 				
L'Or à l'appel 	Jeux TV  	Deux équipes composées de trois candidats s'affrontent pendant 40 minutes dans des épreuves loufoques pour dévoiler un numéro de téléphone. Vincent Lagaf' et les Gafettes 				
Mokshû Patamû 	Jeux TV  	Le jeu opposait trois équipes de deux candidats : l'un répondait à des questions de culture générale posées par l'animateur afin de faire progresser l'autre sur un plateau de jeu de serpents et échelles à taille humaine composé de 100 cases. Vincent Perrot 				
100 % question 	Jeux TV  	Trois candidats s'affrontaient sur une série de questions de culture générale (70 questions au total). S'enchaînaient des cycles de quatre QCM et une question vrai/faux. Voix de Pascal Hernandez 				
Le Bigdil 	Jeux TV  	Les candidats doivent réussir une épreuve plutôt amusante pour gagner une certaine somme d'argent ou des cadeaux venant de Bill l'extraterrestre. Vincent Lagaf' et Bill 				
Qui veut gagner des millions ? 	Jeux TV  	Le but est de répondre à une suite de douze questions de culture générale et tenter de gagner 1 000 000 € à l'aide de jokers : le coup de fil à un ami, l'avis du public, le switch et le 50-50. Le jeu existe encore mais seulement avec des personnalités. Jean-Pierre Foucault , Camille Combal 				
Burger Quiz 	Jeux TV  	Deux équipes (les Mayo et les Ketchup) répondent à des questions plus ou moins loufoques et déstabilisantes pour engranger suffisamment de points (nommés Miams). Alain Chabat , Laurent Baffie , Kad et Olivier , Anne De Petrini , Gad Elmaleh 				
Attention à la marche ! 	Jeux TV  	Le jeu se déroule en 3 manches (la 1ère Marche, la 2ème Marche et la Montée des Marches) au cours desquelles les candidats devaient répondre à des questions appelant toujours une estimation chiffrée. Jean-Luc Reichmann 				
Le Maillon faible 	Jeux TV  	Neuf candidats qui ne se connaissent pas répondent à des questions basiques de culture générale et s'éliminent un à un après chaque manche. Laurence Boccolini , Julien Courbet 				
Tout vu tout lu 	Jeux TV  	Au début de l'émission, les trois candidats sont crédités d'un capital qu'ils vont devoir conserver à tout prix. Le jeu se déroule en trois manches, chacune composée de trois questions toutes basées sur des thèmes d'actualité. Stéphane Thébaut , Marie-Ange Nardi 				
La Cible 	Jeux TV  	Douze candidats disposés autour d'une caméra jouent pour une place en finale en répondant à des questions de culture générale à thème. Olivier Minne , Marie-Ange Nardi 				
Zone rouge 	Jeux TV  	Le candidat, installé sur un fauteuil incliné autour des flammes, doit maintenir son rythme cardiaque sous peine de n'avoir pas le droit de donner de réponse aux questions posées. Jean-Pierre Foucault 				
Le Coffre 	Jeux TV  	Huit candidats jouent pour une place en finale qui leur permettrait de remporter la cagnotte. Si tel n'est pas le cas, l'animateur appelle un téléspectateur tiré au sort et qui peut remporter l'argent. Nagui 				
Festival de Cannes 	Festivals français de cinéma 	Cannes Festival de cinéma se déroulant fin mai depuis 1946, célèbre notamment pour la montée des marches. Son prix principal est la Palme d'or. La première édition aurait dû avoir lieu en 1939 mais fut annulée à cause du début de la guerre. 				
Festival international du film d'animation 	Festivals français de cinéma 	Annecy Festival se déroulant début juin depuis 1960 et qui propose un panel de films utilisant des techniques diverses : dessins animés, papiers découpés, pâte à modeler, stop motion, 3D... 				
Festival du cinéma américain 	Festivals français de cinéma 	"Deauville Festival se déroulant au mois de septembre depuis 1975, célèbre pour ses ""Hommages"" honorant des acteurs américains. Il servait de lancement aux grosses productions américaines et valorise désormais aussi le cinéma indépendant. "				
Festival international du court métrage 	Festivals français de cinéma 	Clermont-Ferrand Festival créé en 1982, c'est le deuxième plus fréquenté de France et le plus important au monde dans sa spécialité. 				
Festival du film - Journées romantiques 	Festivals français de cinéma 	Cabourg Festival créé en 1983 dont le trophée remis aux lauréats est nommé le Swann d'or, en référence à Marcel Proust. 				
Festival du film britannique 	Festivals français de cinéma 	Dinard Depuis 1990, ce festival met en compétition six films, dont le meilleur - désigné par un jury de personnalités - remporte le prix du Hitchcock d'or. 				
Festival international du film d'histoire 	Festivals français de cinéma 	Pessac Festival ayant lieu en novembre depuis 1990, proposant une sélection de 60 longs métrages sur un thème d'histoire donné, des tables rondes, des expositions et des débats avec les réalisateurs. 				
Festival international du film fantastique 	Festivals français de cinéma 	"Gérardmer Reprenant le flambeau du festival d'Avoriaz en 1994, le festival fut appelé Fantastica puis ""Fantastic'Arts"". "				
Festival international du film de comédie 	Festivals français de cinéma 	L'Alpe d'Huez Ce festival a pris la suite du Festival du film d'humour de Chamrousse en 1997. 				
Festival international du film policier 	Festivals français de cinéma 	Beaune Festival ayant pris la suite du Festival du film policier de Cognac en 2009. 				
Sylvie Joly 	Femmes humoristes nées avant 1970 	"Cette ancienne avocate est ensuite devenue actrice. Elle a été nommée pour le César de la meilleure actrice dans un second rôle pour ""Le Miraculé"", film de Jean-Pierre Mocky. "	Image: <img src=http://www.quizypedia.fr/site_media/images/334/334435194018.jpeg>			
Chantal Ladesou 	Femmes humoristes nées avant 1970 	Vedette du théâtre de boulevard, cette humoriste a pour spécificité son timbre de voix reconnaissable et assez masculin, son franc-parler et sa diction rapide. 	Image: <img src=http://www.quizypedia.fr/site_media/images/770/770844507156.jpeg>			
Chantal Lauby 	Femmes humoristes nées avant 1970 	Elle a été membre et fondatrice du groupe d'humoristes Les Nuls. 	Image: <img src=http://www.quizypedia.fr/site_media/images/514/514267052890.jpeg>			
Noëlle Perna 	Femmes humoristes nées avant 1970 	"Cette humoriste est connue pour l'interprétation de son personnage ""Mado la Niçoise"". "	Image: <img src=http://www.quizypedia.fr/site_media/images/833/833755567221.jpeg>			
Muriel Robin 	Femmes humoristes nées avant 1970 	"En 1997, elle obtient son premier rôle au cinéma en remplacement de Valérie Lemercier dans ""Les Couloirs du temps : Les Visiteurs 2"" de Jean-Marie Poiré. "	Image: <img src=http://www.quizypedia.fr/site_media/images/265/265665057938.jpeg>			
Charlotte de Turckheim 	Femmes humoristes nées avant 1970 	"En 1992, cette humoriste s'offre son premier vrai rôle principal au cinéma, en adaptant son spectacle ""Une journée chez ma mère"". Elle a tenu le rôle principal dans la série TV ""Madame le Proviseur"". "	Image: <img src=http://www.quizypedia.fr/site_media/images/999/999983689660.jpeg>			
Michèle Bernier 	Femmes humoristes nées avant 1970 	"Fille du Professeur Choron, elle a fait partie du trio comique féminin, les Filles, et a obtenu également un grand succès au théâtre en 2003 avec l'adaptation du ""Démon de midi"", bande dessinée de Florence Cestac. "	Image: <img src=http://www.quizypedia.fr/site_media/images/316/316570425398.jpeg>			
Mimie Mathy 	Femmes humoristes nées avant 1970 	"Cette humoriste a fait partie du trio comique féminin, les Filles. Elle est notamment connue pour son rôle dans la série télévisée ""Joséphine, ange gardien"". "	Image: <img src=http://www.quizypedia.fr/site_media/images/927/927680818153.jpeg>			
Michèle Laroque 	Femmes humoristes nées avant 1970 	"Elle débute au théâtre avec Pierre Palmade pour une satire sur le couple intitulée ""Ils s'aiment"", pièce pour laquelle elle décroche une nomination aux Molières en 1997. "	Image: <img src=http://www.quizypedia.fr/site_media/images/906/906166129451.jpeg>			
Valérie Lemercier 	Femmes humoristes nées avant 1970 	"Elle débute à la télévision en 1988 dans la série humoristique ""Palace"" où elle interprète le rôle de ""Lady Palace"", gardienne du bon goût à l'humour désopilant. "	Image: <img src=http://www.quizypedia.fr/site_media/images/009/009373247582.jpeg>			
Anne Roumanoff 	Femmes humoristes nées avant 1970 	"En 2007, cette humoriste, toujours habillée en rouge, devient chroniqueuse avec sa tribune humoristique sur l'actualité ""On ne nous dit pas tout (Radio Bistrot)"" dans l'émission ""Vivement dimanche prochain"". "	Image: <img src=http://www.quizypedia.fr/site_media/images/304/304350416460.jpeg>			
