#separator:tab
#html:true
#tags column:7
Kilogramme 	Les 7 unités de base du système international 	kg Masse 	A partir de mai 2019, cette unité est définie en fonction de la valeur numérique fixée de la constante de Planck. 	Masse d'un litre d'eau 		
Abdominaux 	Muscles principaux du corps humain 	"Muscles constituant les parois antérieures et latérales de l&#x27;abdomen. On trouve notamment le grand droit et le grand oblique. "				
Adducteurs 	Muscles principaux du corps humain 	"Muscles qui tendent à rapprocher la cuisse de l&#x27;axe du corps. On en distingue trois types : le grand, le court et le long. "				
Biceps brachiaux 	Muscles principaux du corps humain 	"Muscle qui fléchit l&#x27;avant-bras sur le bras. "				
Deltoïdes 	Muscles principaux du corps humain 	"Muscles situés dans la région supérieure de l&#x27;épaule, qui assurent l&#x27;abduction du bras. Nommés ainsi à cause de leur forme triangulaire. "				
Grands fessiers (ou grands glutéaux) 	Muscles principaux du corps humain 	Ce sont les muscles les plus puissants et les plus volumineux du corps humain. Ils sont situés au niveau des fesses. 				
Ischio-jambiers 	Muscles principaux du corps humain 	"Muscles situés à l&#x27;arrière de la cuisse et permettant l&#x27;extension de la hanche et la flexion du genou. Ils se composent du muscle biceps fémoral, du muscle semi-tendineux et du muscle semi-membraneux. "				
Triceps suraux 	Muscles principaux du corps humain 	"Muscles situés entre le genou et la cheville à l&#x27;arrière de la jambe où se trouve le tendon d&#x27;Achille. Volumineux et puissant, ce muscle donne le galbe postérieur de la jambe ou mollet. "				
Pectoraux 	Muscles principaux du corps humain 	Muscles situés sur la partie antérieure et latérale du thorax. On en distingue deux types : le grand et le petit. 				
Quadriceps 	Muscles principaux du corps humain 	"Muscles situés sur le devant de la cuisse, permettant l&#x27;extension de la jambe. "				
Trapèzes 	Muscles principaux du corps humain 	"Muscles du dos qui rapprochent l&#x27;omoplate de la colonne vertébrale. "				
Triceps brachiaux 	Muscles principaux du corps humain 	"Muscles qui permettent l&#x27;extension du coude et une légère pronation de l&#x27;avant-bras lors de sa contraction. "				
Canine 	Les dents 	Dent pointue servant à arracher la nourriture. 4 				
Dent de sagesse 	Les dents 	"Troisième molaire, la dernière située à l&#x27;arrière de l&#x27;arcade dentaire. Son éruption se fait généralement entre 16 et 25 ans. 4 ou moins "				
Incisive 	Les dents 	"Dent aplatie et tranchante servant à couper, située à l&#x27;avant de chacun des deux maxillaires. 8 "				
Molaire 	Les dents 	Dent ayant une fonction masticatoire, servant à écraser la nourriture. 12 				
Prémolaire 	Les dents 	Dent positionnée entre les canines et les molaires ayant des qualités intermédiaires entre les deux. 8 				
Cholécystectomie 	Ablations chirurgicales 	Ablation de la vésicule biliaire. 				
Colectomie 	Ablations chirurgicales 	Ablation du côlon. 				
Cystectomie 	Ablations chirurgicales 	Ablation de la vessie. 				
Exérèse 	Ablations chirurgicales 	Intervention chirurgicale consistant à retirer de l’organisme un élément qui lui est nuisible ou inutile (organe, tumeur, corps étranger, etc.). 				
Hépatectomie 	Ablations chirurgicales 	"Ablation d&#x27;une partie du foie. "				
Hystérectomie 	Ablations chirurgicales 	Acte chirurgical qui consiste à enlever tout ou partie de l’utérus. 				
Mastectomie 	Ablations chirurgicales 	"Enlèvement chirurgical, partiel ou total, d&#x27;un sein ou des deux. "				
Néphrectomie 	Ablations chirurgicales 	"Ablation d&#x27;un rein. "				
Orchidectomie ou orchiectomie 	Ablations chirurgicales 	"Ablation d&#x27;un ou des deux testicules. "				
Splénectomie 	Ablations chirurgicales 	Ablation de la rate. 				
Tonsillectomie 	Ablations chirurgicales 	Ablation des amygdales palatines. 				
Uvulectomie 	Ablations chirurgicales 	Ablation de la luette. 				
Vasectomie 	Ablations chirurgicales 	Opération chirurgicale utilisée comme méthode de stérilisation. Elle consiste à sectionner ou bloquer les canaux déférents qui transportent les spermatozoïdes. 				
Condensation 	"Les changements d&#x27;état de la matière "	"De l&#x27;état gazeux à l&#x27;état solide (aussi de l&#x27;état gazeux à l&#x27;état liquide selon certaines définitions) "				
Fusion 	"Les changements d&#x27;état de la matière "	"De l&#x27;état solide à l&#x27;état liquide. "				
Ionisation 	"Les changements d&#x27;état de la matière "	"De l&#x27;état gazeux à l&#x27;état plasma. "				
Liquéfaction ou condensation liquide 	"Les changements d&#x27;état de la matière "	"De l&#x27;état gazeux à l&#x27;état liquide. "				
Recombinaison (ou désionisation) 	"Les changements d&#x27;état de la matière "	"De l&#x27;état plasma à l&#x27;état gazeux. "				
Solidification 	"Les changements d&#x27;état de la matière "	"De l&#x27;état liquide à l&#x27;état solide. "				
Sublimation 	"Les changements d&#x27;état de la matière "	"De l&#x27;état solide à l&#x27;état gazeux. "				
Vaporisation 	"Les changements d&#x27;état de la matière "	"De l&#x27;état liquide à l&#x27;état gazeux. "				
Calcanéus 	Os du corps humain  	"Os le plus volumineux du tarse, ayant la forme d&#x27;un parallélépipède plus haut que large, situé sous le talus. "				
Clavicule 	Os du corps humain  	"Os de la partie supérieure du thorax antérieur, en forme de &quot;s&quot;, placé entre la pointe supérieure du sternum et le dessus de l&#x27;épaule. Du latin signifiant « petite clé ». "				
Coccyx 	Os du corps humain  	"Os formé par la soudure de quatre vertèbres atrophiées, situé à l&#x27;extrémité de la colonne vertébrale. Structure vestigiale d&#x27;un appendice caudal que possédaient nos ancêtres. "				
Fémur 	Os du corps humain  	"Os de la cuisse, le plus long et le plus solide du corps humain. La fracture de son col chez les personnes âgées victimes d&#x27;ostéoporose après une chute est un classique. "				
Fibula 	Os du corps humain  	"Os long constituant la partie latérale du squelette de la jambe, articulé avec le tibia à ses deux extrémités. Appelé péroné dans l&#x27;ancienne nomenclature. "				
Humérus 	Os du corps humain  	Os long, pair et asymétrique s’articulant au niveau de l’épaule et du coude et constituant le squelette du bras. 				
Os coxal 	Os du corps humain  	"Os de l&#x27;articulation de la hanche, également appelé os iliaque, formé par la soudure dans l&#x27;adolescence de trois os distincts , l&#x27;ischium, l&#x27;ilium et le pubis. "				
Patella 	Os du corps humain  	"Os sésamoïde plat et triangulaire, situé à la partie antérieure du genou et articulé avec le fémur. Appelé rotule dans l&#x27;ancienne nomenclature. "				
Radius 	Os du corps humain  	"Os long de l&#x27;avant-bras, allant de l&#x27;extérieur du coude à la base du pouce sur le poignet. Du latin signifiant « rayon ». "				
Sacrum 	Os du corps humain  	Os médian et symétrique formé de la soudure des vertèbres sacrées, formant le bassin osseux avec le coccyx et les os iliaques. 				
Scapula 	Os du corps humain  	"Os du thorax, plat et asymétrique, s&#x27;articulant avec la clavicule et l’humérus. Appelé omoplate dans l&#x27;ancienne nomenclature. "				
Sternum 	Os du corps humain  	Os plat et symétrique du thorax, sur lequel s’attachent les six premières côtes, constitué du manubrium dans sa partie supérieure, du corps dans sa partie centrale et du processus xiphoïde dans sa partie inférieure. 				
Talus 	Os du corps humain  	"Os du tarse servant de pivot pour étendre ou fléchir la cheville, appelé astragale dans l&#x27;ancienne nomenclature. "				
Tibia 	Os du corps humain  	Os de la jambe, situé en situation médiale et antérieure par rapport à la fibula, deuxième du corps humain par ordre de grandeur. Du latin signifiant « flûte ». 				
Ulna 	Os du corps humain  	"Os de l’avant-bras, parallèle au radius, articulé au niveau du coude pour permettre le repliement de l’avant-bras et au niveau du poignet pour articuler la main. Appelé cubitus dans l&#x27;ancienne nomenclature. "				
Atlas 	Os du corps humain  	Première vertèbre cervicale. 				
Axis 	Os du corps humain  	Deuxième vertèbre cervicale. 				
Mandibule 	Os du corps humain  	Os formant la mâchoire inférieure. 				
Manubrium 	Os du corps humain  	"Partie supérieure du sternum sur laquelle s&#x27;articulent les clavicules. "				
Maxillaire 	Os du corps humain  	Chacun des deux os faisant partie de la mâchoire supérieure. 				
Os hyoïde 	Os du corps humain  	"Petit os en fer à cheval situé au-dessus du larynx. C&#x27;est le seul os du squelette qui ne soit pas articulé avec un autre os. "				
Pubis 	Os du corps humain  	"Branche antérieure de l&#x27;os coxal ou iliaque. "				
Scaphoïde 	Os du corps humain  	Os de la première rangée du carpe fondamental dans la biomécanique du poignet. 				
Talus 	Os du corps humain  	"Os du tarse qui s&#x27;articule avec le tibia et la fibula (ou péroné) en haut, avec l&#x27;os naviculaire en avant et le calcanéus en bas. Anciennement nommé astragale. "				
Vomer 	Os du corps humain  	Os unique et médian qui appartient à la cloison nasale dont il constitue la partie postéro-inférieure. 				
René Descartes 	Scientifiques français  	"Il simplifia l&#x27;écriture mathématique et fonda la géométrie analytique. Il dégagea les lois de la réfraction de la lumière. 1596 à La Haye (Indre-et-Loire)-1650 à Stockholm "	<img src=http://www.quizypedia.fr/site_media/images/857/857230481187.jpeg>			
Blaise Pascal 	Scientifiques français  	"Il contribua à l&#x27;étude des fluides et écrivit des textes importants sur la méthode scientifique. Il inventa la première machine à calculer et fut l&#x27;un des précurseurs du calcul des probabilités. 1623 à Clairmont (auj. Clermont-Ferrand)-1662 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/600/600641323449.jpeg&gt;			
René-Antoine Ferchault de Réaumur 	Scientifiques français  	"Ce scientifique construisit un thermomètre à alcool, pour lequel fut introduite l&#x27;échelle graduée de 0 à 80 qui porte son nom. 1683 à La Rochelle-1757 à Saint-Julien-du-Terroux (Mayenne) "	<img src=http://www.quizypedia.fr/site_media/images/606/606820332773.jpeg>			
Charles-Augustin Coulomb 	Scientifiques français  	"Physicien qui établit les lois expérimentales et théoriques du magnétisme et de l&#x27;électrostatique. 1736 à Angoulême-1806 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/607/607736818356.jpeg&gt;			
Antoine Lavoisier 	Scientifiques français  	"Il fut l&#x27;un des fondateurs de la chimie moderne. Il découvrit la composition de l&#x27;air et de l&#x27;eau et le rôle de l&#x27;oxygène dans les combustions et dans la respiration. 1743 à Paris-1794 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/208/208812117676.jpeg&gt;			
André-Marie Ampère 	Scientifiques français  	"Physicien qui édifia la théorie de l&#x27;électromagnétisme. Il imagina le galvanomètre et inventa le premier télégraphe électrique. 1775 à Lyon-1836 à Marseille "	&lt;img src=http://www.quizypedia.fr/site_media/images/795/795292560978.jpeg&gt;			
Louis Joseph Gay-Lussac 	Scientifiques français  	Physicien et chimiste qui établit la loi de la dilatation des gaz. 1778 à Saint-Léonard-de-Noblat (act. Haute-Vienne)-1850 à Paris 	&lt;img src=http://www.quizypedia.fr/site_media/images/059/059614014582.jpeg&gt;			
Évariste Galois 	Scientifiques français  	"Ce précurseur des mathématiques modernes est mort à l&#x27;âge de 20 ans au cours d&#x27;un duel. 1811 à Bourg-la-Reine (act. Hauts-de-Seine)-1832 à Paris "	"&lt;img src=""http://www.quizypedia.fr/site_media/images/445/445568789778.jpeg""&gt;"			
Louis Pasteur 	Scientifiques français  	Chimiste et biologiste, pionnier de la microbiologie, qui, de son vivant même, connut une grande notoriété pour avoir mis au point un vaccin contre la rage. 1822 à Dole (Jura)-1895 à Marnes-la-Coquette (act. Yvelines) 	&lt;img src=http://www.quizypedia.fr/site_media/images/418/418804136455.jpeg&gt;			
Marcellin Berthelot 	Scientifiques français  	"Chimiste qui étudia l&#x27;estérification, réalisa de nombreuses synthèses organiques et créa la thermochimie. 1827 à Paris-1907 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/660/660389723793.jpeg&gt;			
Édouard Branly 	Scientifiques français  	"Il découvrit le principe de la radioconduction et celui de la télémécanique. Il fut l&#x27;un des précurseurs de la radio. 1844 à Amiens-1940 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/676/676542088491.jpeg&gt;			
Henri Becquerel 	Scientifiques français  	"Il découvrit la radioactivité sur les sels d&#x27;uranium et obtint le Nobel de physique en 1903 avec Marie et Pierre Curie. 1852 à Paris-1908 au Croisic (act. Loire-Atlantique) "	&lt;img src=http://www.quizypedia.fr/site_media/images/026/026608374973.jpeg&gt;			
Marie Curie 	Scientifiques français  	"Première femme titulaire d&#x27;une chaire à la Sorbonne, elle découvrit la radioactivité du thorium, identifia le polonium et isola le radium. 1867 à Varsovie-1934 à Passy (Haute-Savoie) "	&lt;img src=http://www.quizypedia.fr/site_media/images/001/001262408350.jpeg&gt;			
Louis de Broglie 	Scientifiques français  	A seulement 37 ans, il devint lauréat du Nobel de physique pour sa découverte de la nature ondulatoire des électrons. 1892 à Dieppe-1987 à Louveciennes (Yvelines) 	&lt;img src=http://www.quizypedia.fr/site_media/images/719/719153546660.jpeg&gt;			
Georges Charpak 	Scientifiques français  	"Il reçut le Nobel de physique pour son invention et le développement de détecteurs de particules. Il lança un mouvement de rénovation de l&#x27;enseignement des sciences à l&#x27;école primaire, baptisé &quot;La main à la pâte&quot;. 1924 à Doubrovytsia (act. Ukraine)-2010 à Paris "	<img src=http://www.quizypedia.fr/site_media/images/739/739646847000.jpeg>			
Pierre de Fermat 	Scientifiques français  	"Ce mathématicien amateur a formulé plusieurs conjectures qui n&#x27;ont été démontrées qu&#x27;après sa mort. La dernière, son &quot;Grand théorème&quot;, ne le fut qu&#x27;en 1994 par Andrew Wiles. 1601 à Beaumont-de-Lomagne (Tarn-et-Garonne)-1665 à Castres "	&lt;img src=http://www.quizypedia.fr/site_media/images/356/356182476683.jpeg&gt;			
Georges-Louis Leclerc de Buffon 	Scientifiques français  	"Ce naturaliste du siècle des Lumières, intendant du Jardin royal des plantes pendant 50 ans, a consacré sa vie à l&#x27;écriture de son ouvrage encyclopédique &quot;Histoire Naturelle&quot;. 1707 à Montbard (Côte-d&#x27;Or)-1788 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/867/867479629975.jpeg&gt;			
Joseph-Louis Lagrange 	Scientifiques français  	"Ce mathématicien et astronome enseigna à Berlin à la demande de Frédéric II de Prusse. Il a posé les bases du calcul des variations et de la mécanique analytique. On lui doit la notation f&#x27;(x) désignant la dérivée d&#x27;une fonction mathématique. 1736 à Turin-1813 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/919/919057102308.jpeg&gt;			
Gaspard Monge 	Scientifiques français  	"Ce mathématicien fut brièvement ministre de la Première République, puis fondateur de l&#x27;École polytechnique et de l&#x27;École normale supérieure. Il repose au Panthéon depuis 1989. 1746 à Beaune (Côte-d&#x27;Or)-1818 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/068/068908701060.jpeg&gt;			
Jean-Antoine Chaptal 	Scientifiques français  	"Ce chimiste appliqua la formule de Lavoisier sur la transformation du sucre en alcool. Il a donné son nom à l&#x27;opération consistant à ajouter du sucre au moût pour augmenter le degré d&#x27;alcool final du vin après la fermentation alcoolique. 1756 en Lozère-1832 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/041/041276630104.jpeg&gt;			
Augustin Louis Cauchy 	Scientifiques français  	"Ce mathématicien est surtout connu pour ses travaux sur les fonctions et séries numériques. Catholique de conviction légitimiste, il choisit de s&#x27;exiler pour ne pas prêter serment à Louis-Philippe. 1789 à Paris-1857 à Sceaux (Hauts-de-Seine) "	&lt;img src=http://www.quizypedia.fr/site_media/images/123/123259902132.jpeg&gt;			
Sadi Carnot 	Scientifiques français  	"Ce physicien précoce, entré à l&#x27;École Polytechnique à l&#x27;âge de 16 ans, a posé les bases de la thermodynamique. Son neveu est devenu président sous la IIIe République. 1796 à Paris-1832 à Ivry-sur-Seine (Val-de-Marne) "	&lt;img src=http://www.quizypedia.fr/site_media/images/830/830548354581.jpeg&gt;			
Hippolyte Fizeau 	Scientifiques français  	Physicien et astronome qui met au point une méthode de mesure de la vitesse de la lumière, utilisant une roue dentée tournant à vitesse constante vers laquelle les rayons lumineux passant entre les dents sont réfléchis. 1819 à Paris-1896 à La-Ferté-sous-Jouarre (Seine-et-Marne) 	&lt;img src=http://www.quizypedia.fr/site_media/images/561/561063183083.jpeg&gt;			
Pierre Curie 	Scientifiques français  	Physicien dont les découvertes dans le domaine de la radioactivité lui valurent de partager le prix Nobel de physique avec son épouse en 1903. 1859 à Paris-1906 à Paris 	&lt;img src=http://www.quizypedia.fr/site_media/images/766/766222913527.jpeg&gt;			
Paul Langevin 	Scientifiques français  	Ce physicien pédagogue, qui fut en France le principal promoteur des théories du magnétisme et de la relativité, a inventé le sonar pendant la Première Guerre mondiale. 1872 à Paris-1946 à Paris 	&lt;img src=http://www.quizypedia.fr/site_media/images/528/528058039331.jpeg&gt;			
Jacques Monod 	Scientifiques français  	Ce biologiste a publié &quot;Le Hasard et la nécessité&quot;, essai philosophique traitant des avancées de la génétique. Il a obtenu le prix Nobel de physiologie et de médecine en 1965. 1910 à Paris-1976 à Cannes 	&lt;img src=http://www.quizypedia.fr/site_media/images/325/325979543372.jpeg&gt;			
Pierre-Gilles de Gennes 	Scientifiques français  	Ce physicien a obtenu le prix Nobel de physique en 1991 pour ses travaux sur les polymères et les cristaux liquides. 1932 à Paris-2007 à Orsay (Essonne) 	&lt;img src=http://www.quizypedia.fr/site_media/images/239/239880081292.jpeg&gt;			
Ératosthène 	Astronomes célèbres 	"Ce savant grec est célèbre pour avoir initié une méthode de calcul de circonférence de la Terre. On lui doit des tables d&#x27;éclipses et un catalogue astronomique de 675 étoiles. 276 av. J.-C. à Cyrène-194 av. J.-C. à Alexandrie "	&lt;img src=http://www.quizypedia.fr/site_media/images/343/343903838348.jpeg&gt;			
Hipparque 	Astronomes célèbres 	"Cet inventeur de l&#x27;astrolabe réalisa la compilation d&#x27;un catalogue d&#x27;étoiles, découvrit la précession des équinoxes, la théorie des épicycles, et fonda la trigonométrie. 190 av. J.-C. à Nicée-120 av. J.-C. à Rhodes "	&lt;img src=http://www.quizypedia.fr/site_media/images/023/023881470002.jpeg&gt;			
Ptolémée 	Astronomes célèbres 	"Cet auteur de l&#x27;&quot;Almageste&quot;, seul ouvrage antique complet sur l&#x27;astronomie qui nous soit parvenu, a tenté sans succès de mettre en doute le modèle géocentrique de l&#x27;Univers. 90 en Haute-Égypte-168 à Canope (Egypte) "	&lt;img src=http://www.quizypedia.fr/site_media/images/980/980523968318.jpeg&gt;			
Nicolas Copernic 	Astronomes célèbres 	"Ce chanoine polonais fut le défenseur de la théorie héliocentrique selon laquelle la Terre tourne autour du Soleil, supposé au centre de l&#x27;Univers. 1473 à Thorn (act. Pologne)-1543 à Frauenburg (act. Pologne) "	&lt;img src=http://www.quizypedia.fr/site_media/images/986/986048081388.jpeg&gt;			
Tycho Brahe 	Astronomes célèbres 	"Ce scientifique danois a développé de nombreux instruments astronomiques et sa mesure de l&#x27;orbite de Mars fut très importante dans le développement de l&#x27;astronomie. 1546 à Knudstrup (Danemark)-1601 à Prague "	&lt;img src=http://www.quizypedia.fr/site_media/images/240/240577132536.jpeg&gt;			
Galilée 	Astronomes célèbres 	"Cet astronome italien fut le premier à utiliser une lunette pour observer le ciel et fut condamné pour ses découvertes par l&#x27;Inquisition. 1564 à Pise-1642 à Arcetri (Italie) "	&lt;img src=http://www.quizypedia.fr/site_media/images/604/604369391174.jpeg&gt;			
Johannes Kepler 	Astronomes célèbres 	Ce scientifique allemand a suggéré que les planètes se déplaçaient sur une orbite elliptique et a développé ses lois sur le mouvement planétaire. 1571 à Weill der Stadt (act. Allemagne)-1630 à Ratisbonne (act. Allemagne) 	&lt;img src=http://www.quizypedia.fr/site_media/images/822/822371832562.jpeg&gt;			
Jean-Dominique Cassini 	Astronomes célèbres 	"Cet ingénieur d&#x27;origine italienne découvrit la grande tache rouge de Jupiter ainsi que la division, qui porte son nom, dans les anneaux de Saturne. 1625 à Perinaldo (Comté de Nice)-1712 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/485/485775746707.jpeg&gt;			
Isaac Newton 	Astronomes célèbres 	"Ce scientifique est réputé pour sa théorie de la gravitation universelle et son ouvrage &quot;Philosophiae naturalis principia mathematica&quot; publié en 1687 est considéré comme une œuvre majeure dans l&#x27;histoire de la science. 1642 à Woolsthorpe (Angleterre)-1727 à Kensington (Angleterre) "	&lt;img src=http://www.quizypedia.fr/site_media/images/598/598145808721.jpeg&gt;			
Pierre-Simon de Laplace 	Astronomes célèbres 	"Ce physicien français démontra pour la première fois la stabilité dynamique du système solaire et fut le premier à conjecturer l&#x27;existence des trous noirs. 1749 à Beaumont-en-Auge (France, Calvados)-1827 à Paris "	&lt;img src=http://www.quizypedia.fr/site_media/images/861/861700422701.jpeg&gt;			
Arthur Eddington 	Astronomes célèbres 	Cet astrophysicien britannique connu pour ses travaux sur la théorie de la relativité, a mis en évidence la limite qui porte son nom, correspondant à la luminosité maximale que peut avoir une étoile. 1882 à Kendal (Angleterre)-1944 à Cambridge 	&lt;img src=http://www.quizypedia.fr/site_media/images/332/332597016664.jpeg&gt;			
Edwin Hubble 	Astronomes célèbres 	"Cet astronome américain a démontré l&#x27;existence d&#x27;autres galaxies en dehors de notre Voie lactée et sa loi est une des théories clés expliquant l&#x27;expansion de l&#x27;Univers. Un télescope spatial porte son nom. 1889 à Marshfield (Missouri)-1953 à San Marino (Californie) "	&lt;img src=http://www.quizypedia.fr/site_media/images/931/931169267273.jpeg&gt;			
Aéraulique 	Noms de sciences  	Science et technique du traitement et de la distribution de l’air. 				
Anatomie 	Noms de sciences  	Science descriptive étudiant la structure, la topographie, et le rapport des organes entre eux. 				
Anthropologie 	Noms de sciences  	"Branche des sciences qui étudie l&#x27;être humain sous tous ses aspects à la fois. "				
Archéologie 	Noms de sciences  	Science des arts et des monuments anciens, et de la recherche d’éléments anciens, en particulier par la fouille. 				
Arithmétique 	Noms de sciences  	Science des nombres. 				
Bathymétrie 	Noms de sciences  	"Science qui s&#x27;intéresse aux reliefs et aux profondeurs des océans. "				
Biochimie 	Noms de sciences  	Science qui étudie la structure des molécules du vivant ainsi que leurs transformations. 				
Botanique 	Noms de sciences  	Science qui étudie les végétaux. 				
Cosmologie 	Noms de sciences  	Branche de l’astronomie consistant en l’étude globale de l’univers. 				
Cryptozoologie 	Noms de sciences  	Science biologique spéculative consistant en l’étude d’animaux dont l’existence n’a pas été attestée scientifiquement, tel le yéti. 				
Dendrologie 	Noms de sciences  	Science qui étudie les arbres et autres végétaux ligneux. 				
Entomologie 	Grandes disciplines zoologiques 	Insectes : mouches, papillons, scarabées... 				botanimaux quizypedia
Epidémiologie 	Noms de sciences  	Science qui étudie la fréquence et la répartition des problèmes de santé ainsi que le rôle des facteurs qui les déterminent. 				
Ethnologie 	Noms de sciences  	"Étude de l&#x27;ensemble des caractères de chaque ethnie, afin d&#x27;établir des lignes générales de structure et d&#x27;évolution des sociétés. "				
Ethologie 	Noms de sciences  	Étude du comportement des espèces animales. 				
Génétique 	Noms de sciences  	"Science des lois de l&#x27;hérédité. "				
Géodésie 	Noms de sciences  	Science de la forme et des dimensions de la Terre. 				
Géographie 	Noms de sciences  	"Science qui a pour objet la description et l&#x27;explication de l&#x27;aspect actuel, naturel et humain, de la surface de la Terre. "				
Géologie 	Noms de sciences  	"Science qui étudie la structure et l&#x27;évolution de l&#x27;écorce terrestre. "				
Herpétologie 	Grandes disciplines zoologiques 	Amphibiens et reptiles : grenouilles, salamandres, serpents... 				botanimaux quizypedia
Ichtyologie 	Grandes disciplines zoologiques 	Poissons : cœlacanthes, raies, saumons... 				botanimaux quizypedia
"Syndrome d&#x27;Asperger "	Des syndromes 	"Forme d&#x27;autisme qui se caractérise par des difficultés dans les interactions sociales, associées à des intérêts spécifiques ou des comportements répétitifs. Il s&#x27;en différencie par l&#x27;absence de déficit intellectuel. Ce syndrome a été mis en lumière mais aussi déformé avec le film &quot;Rain Man&quot;. "				
Syndrome de Diogène 	Des syndromes 	"Syndrome caractérisé par un trouble du comportement conduisant à des conditions de vie négligées, voire insalubres. Il comprend une forme extrême d&#x27;accumulation compulsive, ou syllogomanie. Ce syndrome fait référence à un philosophe grec connu pour la vie qu&#x27;il menait en dehors de toute convention sociale. "				
Syndrome de Gilles de La Tourette 	Des syndromes 	Trouble neurologique caractérisé par des tics moteurs et vocaux. Dans de rares cas, ce syndrome est associé à la production de mots obscènes (coprolalie). 				
Syndrome de Jérusalem 	Des syndromes 	Trouble psychique généralement passager que rencontrent certaines personnes confrontées aux symboles religieux du pays visité. Avec le syndrome de Stendhal, il fait partie du syndrome du voyageur. 				
Syndrome de Lazare 	Des syndromes 	"Trouble regroupant les difficultés spécifiques auxquelles doivent faire face les sujets qui ont pu être confrontés à la certitude de leur propre mort, mais qui ont finalement survécu. Son nom fait référence à un personnage du Nouveau Testament connu par un récit de l&#x27;Évangile selon Jean selon lequel, mort depuis quatre jours et mis dans un sépulcre, serait sorti vivant de la tombe sur l&#x27;ordre de Jésus. "				
Syndrome de Lima 	Des syndromes 	"Correspond au fait qu&#x27;un ravisseur éprouve de l&#x27;empathie, ou même une relation fraternelle avec son ou ses otages, voire des sentiments amoureux. Ce syndrome fait référence à une prise d&#x27;otages dans la résidence de l&#x27;ambassadeur du Japon au Pérou. Les preneurs d&#x27;otages libèrent un grand nombre de captifs et renoncent à les tuer, comme initialement prévu, malgré l&#x27;assaut des forces militaires. "				
Syndrome de Münchhausen 	Des syndromes 	"Pathologie psychologique caractérisée par un besoin de simuler une maladie ou un traumatisme dans le but d&#x27;attirer l&#x27;attention ou la compassion. Le nom de ce syndrome provient de celui d&#x27;un militaire et officier allemand, originaire de Basse-Saxe, engagé en tant que mercenaire dans l&#x27;armée impériale russe et auquel sont attribués des exploits invraisemblables. "				
Syndrome de Noé 	Des syndromes 	"Maladie mentale qui consiste à posséder plus d&#x27;animaux de compagnie que l&#x27;on en peut héberger, nourrir et soigner correctement. Le nom de ce syndrome est tiré de celui d&#x27;un personnage biblique. Dans le dessin animé &quot;Les Simpson&quot;, Eleanor Abernathy, surnommée &quot;la folle aux chats&quot;, est atteinte de cette maladie. "				
Syndrome de Peter Pan 	Des syndromes 	"Terme utilisé pour désigner l&#x27;angoisse liée à l&#x27;idée de devenir adulte et de quitter l&#x27;enfance et plus généralement pour caractériser un adulte émotionnellement immature. Ce syndrome fait référence au personnage de fiction de littérature jeunesse créé par J. M. Barrie, archétype du &quot;garçon qui ne voulait pas grandir&quot;. "				
Syndrome de Stendhal 	Des syndromes 	"Aussi appelé syndrome de Florence, il désigne un trouble à la fois physique et psychologique, provoqué par l’admiration d’un grand nombre d’œuvres d’art dans une période de temps limitée, par exemple au cours de la visite d’un grand musée. Ce syndrome est appelé ainsi en référence à l&#x27;expérience vécue par un écrivain français lors de son voyage en Italie, à l’étape de Florence, en 1817. "				
Syndrome de Stockholm 	Des syndromes 	"Phénomène psychologique observé chez des otages ayant vécu durant une période prolongée avec leurs geôliers et qui ont développé une empathie vis-à-vis de ceux-ci. En 1973, en Suède, alors que leur vie a été sérieusement menacée par les bandits, des otages vont s&#x27;interposer entre les truands et les forces de l&#x27;ordre, puis, une fois libérés, prendre leur défense en refusant de témoigner contre eux. "				
Syndrome de Vasa 	Des syndromes 	"Syndrome caractérisé par le manque de communication et l&#x27;absence de prise de responsabilité des différents responsables d&#x27;un projet, causant l&#x27;échec de celui-ci. Ce syndrome fait référence à l&#x27;histoire d&#x27;un navire de guerre suédois qui sombra lors de son voyage inaugural le 10 août 1628, après seulement un mille marin de parcouru. "				
"Quel est l&#x27;âge de la Terre ? "	La planète Terre en 10 questions 	"4,54 milliards d&#x27;années "				
"Combien y a-t-il d&#x27;habitants sur Terre ? "	La planète Terre en 10 questions 	"8 milliards d&#x27;humains "				
"Quel gaz compose majoritairement l&#x27;atmosphère terrestre ? "	La planète Terre en 10 questions 	Le diazote 				
"Quelle surface de la Terre est recouverte d&#x27;eau ? "	La planète Terre en 10 questions 	71 % 				
"Quel nom porte l&#x27;enveloppe rigide de la Terre ? "	La planète Terre en 10 questions 	Lithosphère 				
Quels sont les deux éléments composant majoritairement le noyau interne de la Terre ? 	La planète Terre en 10 questions 	Le nickel et le fer 				
Quelle est la durée de la révolution de la Terre ? 	La planète Terre en 10 questions 	365,25 jours 				
