#separator:tab
#html:true
#tags column:7
Vercors 	Régions naturelles de France  	Dans l'est de la Drôme et le sud-ouest de l'Isère 	Ce plateau, culminant à 2341 mètres au Grand Veymont, est bordé d'impressionnantes falaises qui ont favorisé l'implantation d'un maquis sous l'Occupation. 			
Grésivaudan 	Régions naturelles de France  	Dans l'est de l'Isère, au nord-est de Grenoble 	Cette portion de la vallée de l'Isère, prolongée au nord par la combe de Savoie, sépare la Chartreuse (à l'ouest) et le massif de Belledonne (à l'est). 			
Larzac 	Régions naturelles de France  	Dans le sud-est de l'Aveyron, le nord-est de l'Hérault et le nord-ouest du Gard 	Ce haut plateau constituant l'un des Grands Causses a été dans les années 1970 le théâtre d'un important mouvement de contestation contre l'extension d'un camp militaire. 			
Limagne 	Régions naturelles de France  	Dans le département du Puy-de-Dôme essentiellement, autour des vallées de l'Allier et de la Dore 	"Cette région de plaine est un fossé d'effondrement ayant subi un remplissage sédimentaire. La faille qui porte son nom a été classée au patrimoine mondial par l'Unesco, avec la chaîne des Puys, en tant que ""haut lieu tectonique"". "			
Ouche 	Régions naturelles de France  	Dans le nord-ouest de l'Orne et le sud-est de l'Eure 	Ce vaste plateau agricole et forestier a pour villes principales L'Aigle, Conches et Breteuil. 			
Périgord blanc 	Régions naturelles de France  	Au centre de la Dordogne, de part et d'autre de la vallée de l'Isle 	Cette appellation, largement utilisée à des fins touristiques, doit son qualificatif à la couleur de la pierre calcaire. Périgueux est sa ville principale. 			
Plaine d'Aléria 	Régions naturelles de France  	Dans l'est de la Corse 	Prolongée au nord par la plaine de la Marana, ce territoire bordé par la mer Tyrrhénienne doit son nom à une cité fondée au VIe siècle avant J.-C. 			
Revermont 	Régions naturelles de France  	À cheval sur l'Ain, la Saône-et-Loire et le Jura 	Entre la Bresse et le Bugey, cette région naturelle constitue les premiers contreforts occidentaux du Jura. 			
Thelle 	Régions naturelles de France  	Dans l'ouest du département de l'Oise, entre la vallée de l'Oise à l'est et celle de l'Epte à l'ouest. 	Ce plateau calcaire du nord du Bassin parisien s'étend entre les cuestas du Bray et du Vexin. Ces villes principales sont Méru et Chambly. 			
Abou Dabi <img src=https://www.quizypedia.fr/site_media/images/925/925728321859.jpeg>	Villes d'Asie  	"Émirats arabes unis Capitale d'un pays de la péninsule Arabique, troisième ville la plus peuplée de son pays derrière Dubaï et Charjah. Elle porte un nom signifiant ""père de la gazelle"". "				
Achgabat <img src=https://www.quizypedia.fr/site_media/images/083/083350845042.jpeg>	Villes d'Asie  	"Turkménistan Cette ville est située dans le désert du Karakoum. Elle porte un nom d'origine persane issu de deux mots signifiant ""amour"" et ""ville"". Elle s'est appelée Poltoratsk de 1919 à 1927. "				
Aden <img src=https://www.quizypedia.fr/site_media/images/639/639618281014.jpeg>	Villes d'Asie  	Yémen Ville portuaire de la péninsule Arabique, construite sur un ancien site volcanique, elle a donné son nom à un golfe séparant l'Afrique et l'Asie. 				
Alep <img src=https://www.quizypedia.fr/site_media/images/665/665588796837.jpeg>	Villes d'Asie  	Syrie Ville anciennement appelée Bérée, elle était la plus peuplée du pays et du Levant avant l'arrivée de la guerre civile. Elle abrite un important patrimoine et est l'une des plus vieilles villes du monde à avoir été constamment habitée. 				
Al-Hodeïda <img src=https://www.quizypedia.fr/site_media/images/990/990477410750.jpeg>	Villes d'Asie  	Yémen Ville portuaire située sur la mer Rouge. Port très important pour le commerce de café, perles et coton. 				
Almaty <img src=https://www.quizypedia.fr/site_media/images/597/597645189211.jpeg>	Villes d'Asie  	"Kazakhstan Cette ville porte un nom qui signifie ""ville des pommes"". Elle a été la capitale de son pays de 1929 à 1997 et a été remplacée par Noursoultan. Elle se situe près de la frontière avec le Kirghizistan et sa population est majoritairement russophone. "				
Amman <img src=https://www.quizypedia.fr/site_media/images/887/887775074076.jpeg>	Villes d'Asie  	Jordanie Ville très ancienne, elle était appelée Philadelphia à l'époque romaine. Elle abrite la mosquée du roi Abdallah Ier. Elle est située à une soixantaine de kilomètres de la mer Morte. 				
Ankara <img src=https://www.quizypedia.fr/site_media/images/737/737570167115.jpeg>	Villes d'Asie  	Turquie Capitale d'un pays situé à cheval entre l'Europe et l'Asie. Appelée Angora et Ancyre durant l'Antiquité. Elle est située en Anatolie centrale. 				
Antalya <img src=https://www.quizypedia.fr/site_media/images/472/472825735512.jpeg>	Villes d'Asie  	"Turquie Ville très touristique, située sur la ""riviera turque"". Elle abrite des monuments comme le Temple d'Apollon ou la Porte d'Hadrien. "				
Aqaba <img src=https://www.quizypedia.fr/site_media/images/784/784023903265.jpeg>	Villes d'Asie  	Jordanie Ville située sur la mer Rouge, à l'entrée du golfe du même nom, proche de la ville d'Eilat, en Israël. Les Grecs ont appelé la ville Berenice, puis les Romains Aila et Aelena. 				leech
Baalbek <img src=https://www.quizypedia.fr/site_media/images/265/265298524210.jpeg>	Villes d'Asie  	Liban Ville antique, située dans le nord de la plaine de la Békaa, autrefois appelée Héliopolis. On y trouve le site des trois temples géants (temple de Bacchus, temple de Jupiter et temple de Vénus). 				
Bagdad <img src=https://www.quizypedia.fr/site_media/images/492/492036053732.jpeg>	Villes d'Asie  	"Irak Capitale d'un pays du Moyen-Orient traversée par le Tigre. Elle a été appelée Madinat as-Salam, ""la cité de la paix"", par son fondateur, le calife al-Mansour. Elle a donné son nom au mot baldaquin. "				
Bakou <img src=https://www.quizypedia.fr/site_media/images/696/696065550014.jpeg>	Villes d'Asie  	"Azerbaïdjan Capitale d'un pays situé dans le Caucase, située au bord de la mer Caspienne. Son nom est issu du persan signifiant ""coup de vent"". "				
Bandar Seri Begawan <img src=https://www.quizypedia.fr/site_media/images/921/921861962500.jpeg>	Villes d'Asie  	Brunei Capitale d'un petit sultanat situé dans le nord de l’île de Bornéo. On y trouve le palais Nurul Iman, résidence officielle du sultan, et la mosquée Omar Ali Saifuddin. 				
Bandung <img src=https://www.quizypedia.fr/site_media/images/995/995391979394.jpeg>	Villes d'Asie  	Indonésie Ville située dans l'ouest de l'île de Java, capitale de la province de Java occidental. Elle a accueilli une célèbre conférence en 1955. 				
Bangkok <img src=https://www.quizypedia.fr/site_media/images/355/355071984264.jpeg>	Villes d'Asie  	Thaïlande Capitale d'un pays d'Asie du sud-est, située dans le delta du fleuve Chao Phraya. Elle a été officiellement fondée par le roi Rama Ier en 1782. Son nom complet serait le nom de lieu le plus long au monde. 				
Bassorah <img src=https://www.quizypedia.fr/site_media/images/964/964723573328.jpeg>	Villes d'Asie  	Irak Deuxième ville la plus peuplée de son pays. Elle est située sur le Chatt-el-Arab et est le principal port de son pays. Capitale de la province d'Al-Basra. 				
Bethléem <img src=https://www.quizypedia.fr/site_media/images/348/348003623827.jpeg>	Villes d'Asie  	Palestine Ville située en Cisjordanie à une dizaine de kilomètres de Jérusalem. Il s'agit, selon la Bible, du lieu de naissance de David, roi d'Israël, et de Jésus de Nazareth. 				
Beyrouth <img src=https://www.quizypedia.fr/site_media/images/187/187671103534.jpeg>	Villes d'Asie  	Liban Capitale d'un pays du Proche-Orient, port de commerce et centre culturel majeur. Elle a été fondée vers 5000 av. J.-C. par les Phéniciens sous le nom de Béryte. 				
Bichkek <img src=https://www.quizypedia.fr/site_media/images/632/632698857837.jpeg>	Villes d'Asie  	Kirghizistan Cette ville, capitale de son pays, a porté entre 1926 et 1992 le nom de Frounzé, en l'honneur du dirigeant soviétique Mikhaïl Frounzé. Elle se situe près de la frontière avec le Kazakhstan. 				
Boukhara <img src=https://www.quizypedia.fr/site_media/images/804/804641941905.jpeg>	Villes d'Asie  	Ouzbékistan Ville d'un pays d'Asie centrale dont le centre historique est classé au patrimoine mondial de l'Unesco. On y trouve des monuments remarquables comme la mosquée Po-i-Kalân ou la médersa Mir-i Arab. 				
Bursa <img src=https://www.quizypedia.fr/site_media/images/170/170993678529.jpeg>	Villes d'Asie  	Turquie Ville également appelée Brousse, située au nord-ouest de l'Anatolie. Elle a été la capitale de l'Empire ottoman de 1326 à 1366. 				
Busan <img src=https://www.quizypedia.fr/site_media/images/962/962753375622.jpeg>	Villes d'Asie  	Corée du Sud Ville portuaire, aussi appelée Pusan ou Fousan, située à environ 200 kilomètres des îles japonaises de Kyushu et de Honshu. Deuxième ville de son pays derrière Séoul. 				
Byblos <img src=https://www.quizypedia.fr/site_media/images/639/639637993612.jpeg>	Villes d'Asie  	Liban Ville très ancienne, aujourd'hui appelée Jbeil, possédant un patrimoine culturel très important. Les Grecs la nommèrent ainsi car c'est à partir de cette ville que le papyrus était importé en Grèce. 				
Canton <img src=https://www.quizypedia.fr/site_media/images/495/495555711195.jpeg>	Villes d'Asie  	Chine Capitale de la province du Guangdong, appelée Guangzhou en chinois. Elle compte presque 15 millions d'habitants et est la troisième ville la plus peuplée de son pays derrière Shanghai et Pékin. 				
Chittagong <img src=https://www.quizypedia.fr/site_media/images/122/122672453543.jpeg>	Villes d'Asie  	Bangladesh Premier port et deuxième ville de son pays. Elle se trouve près de la frontière avec la Birmanie, à l'embouchure du Borgang. Aussi appelée Chittagrâm. 				
Colombo <img src=https://www.quizypedia.fr/site_media/images/942/942233575310.jpeg>	Villes d'Asie  	Sri Lanka Capitale économique et ville la plus peuplée de son pays. On y trouve la célèbre promenade de Galle Face Green, qui longe l'océan Indien. Elle jouxte la capitale du pays, Sri Jayawardenapura Kotte. 				
Damas <img src=https://www.quizypedia.fr/site_media/images/226/226998127994.jpeg>	Villes d'Asie  	"Syrie Capitale de son pays, c'est l'une des plus anciennes villes du monde. Elle abrite la grande mosquée des Omeyyades, construite au VIIIe siècle. Appelée al-Cham par ses habitants. Surnommée ""la ville du jasmin"". "				
Dhaka <img src=https://www.quizypedia.fr/site_media/images/409/409077815208.jpeg>	Villes d'Asie  	Bangladesh Capitale d'un pays du sous-continent indien, elle est au centre d'une agglomération de plus de 21 millions d'habitants. Elle est située sur les rives de la rivière Buriganga, l'une des plus polluées au monde. 				
Dili <img src=https://www.quizypedia.fr/site_media/images/750/750454491177.jpeg>	Villes d'Asie  	Timor oriental Ville située sur l'île de Timor, capitale d'un petit pays d'Asie du sud est. Elle se trouve à une trentaine de kilomètres de l'île d'Atauro. 				
Djeddah <img src=https://www.quizypedia.fr/site_media/images/379/379071074700.jpeg>	Villes d'Asie  	Arabie Saoudite Ville de la péninsule arabique, située sur les bords de la mer Rouge. Considérée comme la porte des lieux saints de La Mecque et de Médine. Son centre historique est classé au patrimoine mondial de l'Unesco. 				
Doha <img src=https://www.quizypedia.fr/site_media/images/267/267793752490.jpeg>	Villes d'Asie  	"Qatar Ville située sur le golfe Persique, capitale du pays qui a accueilli la coupe du monde de football en 2022. Elle porte un nom signifiant ""rond"" en arabe. "				
Douchanbé <img src=https://www.quizypedia.fr/site_media/images/136/136443850339.jpeg>	Villes d'Asie  	"Tadjikistan Capitale d'un pays d'Asie centrale, appelée Stalinabad de 1929 à 1961. Elle est traversée par le Varzob. Elle porte un nom signifiant ""deuxième jour"" en persan. "				
Dubaï <img src=https://www.quizypedia.fr/site_media/images/315/315465788535.jpeg>	Villes d'Asie  	Émirats arabes unis Première ville de son pays, devant la capitale fédérale Abou Dabi. On y trouve l'hôtel Burj al-Arab, reconnaissable à sa forme de voile géante, et la Burj Khalifa, la plus haute structure humaine jamais construite. 				
Erevan <img src=https://www.quizypedia.fr/site_media/images/954/954939682008.jpeg>	Villes d'Asie  	Arménie Capitale d'un pays situé dans le Petit Caucase, elle a été fondée sur l'ancienne cité d'Erebouni. Elle est située au pied du mont Ararat. 				
Gaza <img src=https://www.quizypedia.fr/site_media/images/085/085362049639.jpeg>	Villes d'Asie  	Palestine Principale ville de la bande de terre du même nom. On y trouve des monuments comme la mosquée Al Omari et l'église Saint-Porphyre. 				
Haïphong <img src=https://www.quizypedia.fr/site_media/images/957/957125360384.jpeg>	Villes d'Asie  	Viêt Nam Ville située sur le delta du fleuve Rouge, à une centaine de kilomètres d'Hanoï, capitale du pays. De 1954 à 1975, elle a été la principale base navale française en Indochine. 				
Hanoï <img src=https://www.quizypedia.fr/site_media/images/310/310562279840.jpeg>	Villes d'Asie  	Viêt Nam Capitale d'un pays d'Asie du Sud-Est, située au centre du delta du fleuve Rouge. Elle abrite de nombreux lacs ainsi que la cité impériale de Thang Long, classée au patrimoine mondial de l'UNESCO. 				
Hébron <img src=https://www.quizypedia.fr/site_media/images/874/874343098889.jpeg>	Villes d'Asie  	Palestine Ville de Cisjordanie, située au sud de Jérusalem. On y trouve le célèbre tombeau des Patriarches. C'est une des plus anciennes cités du Proche-Orient encore habitée. 				
Hérat <img src=https://www.quizypedia.fr/site_media/images/269/269325117877.jpeg>	Villes d'Asie  	Afghanistan Ville située près des frontières avec l'Iran et le Turkménistan. Elle a été fondée par Alexandre le Grand sous le nom d'Alexandrie d'Arie. Troisième ville de son pays derrière Kaboul et Kandahar. 				
Hô Chi Minh-Ville <img src=https://www.quizypedia.fr/site_media/images/353/353422059615.jpeg>	Villes d'Asie  	Viêt Nam Ville autrefois appelée Saïgon ou Prey Nokor, elle doit son nom à un homme d'État. Elle est située près du delta du Mékong. Plus grande ville de son pays devant la capitale Hanoï. 				
Homs <img src=https://www.quizypedia.fr/site_media/images/044/044784438378.jpeg>	Villes d'Asie  	Syrie Ville traversée par le fleuve Oronte, située entre Alep et Damas. Les vestiges de sa citadelle antique correspondent à l'ancienne ville d'Émèse. 				
Islamabad <img src=https://www.quizypedia.fr/site_media/images/232/232116910205.jpeg>	Villes d'Asie  	Pakistan Ville d'Asie centrale, située près de la frontière avec l'Inde. Elle a été construite dans les années 1960 et 1970 pour devenir la nouvelle capitale du pays à la place de Karachi. 				
Ispahan <img src=https://www.quizypedia.fr/site_media/images/110/110908109292.jpeg>	Villes d'Asie  	Iran Ville possédant un très riche patrimoine architectural, réputée pour son architecture persane, située à plus de 1500 mètres d'altitude. Elle abrite la place Naghch-e Djahan, l'une des plus grandes du monde. 				
Istanbul <img src=https://www.quizypedia.fr/site_media/images/325/325692717020.jpeg>	Villes d'Asie  	Turquie Ville située à cheval entre l'Europe et l'Asie, elle s'est appelée d'abord Byzance puis Constantinople. Elle abrite des monuments comme le palais de Topkapi ou la mosquée Bleue. 				
Izmir <img src=https://www.quizypedia.fr/site_media/images/804/804364329468.jpeg>	Villes d'Asie  	Turquie Ville située sur la mer Égée, autrefois appelée Smyrne. Elle a été fondée vers 3000 av. J.-C. par les Lélèges, peuplade originaire d'Anatolie. 				
Jakarta <img src=https://www.quizypedia.fr/site_media/images/707/707459360681.jpeg>	Villes d'Asie  	Indonésie Capitale d'un pays qui est aussi le plus grand archipel du monde. Elle est située au nord-ouest de l'île de Java et est traversée par le fleuve Ciliwung. Fondée par les Néerlandais sous le nom de Batavia en 1619. 				
Kaboul <img src=https://www.quizypedia.fr/site_media/images/786/786430845181.jpeg>	Villes d'Asie  	Afghanistan Capitale d'un pays d'Asie centrale, située à plus de 1500 mètres d'altitude. On y trouve les jardins de Babour et le palais de Darulaman, en ruine après plusieurs années de conflits. 				
Kandahar <img src=https://www.quizypedia.fr/site_media/images/544/544522727521.jpeg>	Villes d'Asie  	Afghanistan Ville d'Asie centrale, traversée par la rivière Arghandab. Elle s'est appelée Alexandropolis ou Alexandrie d'Arachosie. Deuxième ville de son pays derrière Kaboul. 				
Katmandou <img src=https://www.quizypedia.fr/site_media/images/340/340092659022.jpeg>	Villes d'Asie  	Népal Capitale d'un pays d'Asie enclavé dans l'Himalaya située au confluent de deux rivières, la Bagmati et la Bishnumati. Dans les années 1960, elle était la destination favorite des hippies. 				
Karachi <img src=https://www.quizypedia.fr/site_media/images/440/440884973895.jpeg>	Villes d'Asie  	Pakistan Capitale économique et financière d'un pays d'Asie centrale. Elle fut la capitale politique du pays jusqu'au transfert provisoire des institutions à Rawalpindi en 1959. C'est l'une des villes les plus peuplées au monde. 				
Koweït <img src=https://www.quizypedia.fr/site_media/images/237/237072807466.jpeg>	Villes d'Asie  	"Koweït Capitale d'un pays situé à l'extrémité nord-est de la péninsule Arabique. Elle est bordée par la baie du même nom. Elle porte un nom signifiant ""ville"". "				
Kuala Lumpur <img src=https://www.quizypedia.fr/site_media/images/915/915502561714.jpeg>	Villes d'Asie  	Malaisie Capitale d'un pays d'Asie du Sud-Est dont la capitale administrative est Putrajaya. Elle abrite les tours Petronas, conçues par l'architecte argentin César Pelli. 				
Lahore <img src=https://www.quizypedia.fr/site_media/images/581/581356229282.jpeg>	Villes d'Asie  	Pakistan Deuxième ville de son pays après Karachi. Elle est située sur le Ravi, un affluent de l'Indus. Elle abrite l'une des plus grandes mosquées d'Asie, la mosquée Royale. 				
Lattaquié <img src=https://www.quizypedia.fr/site_media/images/639/639567189540.jpeg>	Villes d'Asie  	Syrie Principal port de son pays, cette ville s'est appelée Laodicée-de-Syrie ou Laodicée-sur-Mer. Elle est située près de la cité antique d'Ougarit. 				
Lhassa <img src=https://www.quizypedia.fr/site_media/images/824/824021007255.jpeg>	Villes d'Asie  	Chine Capitale de la région autonome du Tibet, située à 3 650 mètres d'altitude. Elle abrite le palais du Potala qui fut le lieu de résidence principal des dalaï-lamas. 				
Luang Prabang <img src=https://www.quizypedia.fr/site_media/images/329/329230109325.jpeg>	Villes d'Asie  	Laos Ville située sur le Mékong, à plus de 200 kilomètres de Vientiane. Elle est célèbre pour ses nombreux temples bouddhistes et monastères. Elle fut la capitale royale de l'État du Lan Xang. 				
Machhad <img src=https://www.quizypedia.fr/site_media/images/094/094866354889.jpeg>	Villes d'Asie  	"Iran Ville située à l'est de Téhéran, il s'agit de l'une des villes les plus saintes du chiisme. Elle est surnommée ""la ville aux mille visages"". "				
Malé <img src=https://www.quizypedia.fr/site_media/images/791/791355082588.jpeg>	Villes d'Asie  	Maldives Capitale d'un petit pays composé de plus de 1000 îles. Elle est située sur une île homonyme, à environ 600 kilomètres de la ville indienne de Thiruvananthapuram. 				
Makassar <img src=https://www.quizypedia.fr/site_media/images/629/629572979099.jpeg>	Villes d'Asie  	Indonésie Ville située dans le sud de l'île de Célèbes, capitale de la province de Sulawesi du Sud. Elle fut appelée Ujung Pandang pendant le régime de Soeharto. 				
Manama <img src=https://www.quizypedia.fr/site_media/images/352/352127604888.jpeg>	Villes d'Asie  	Bahreïn Capitale d'un petit État insulaire de la péninsule Arabique. Elle abrite le circuit de formule 1 de Sakhir, inauguré en 2004. 				
Mandalay <img src=https://www.quizypedia.fr/site_media/images/082/082060589840.jpeg>	Villes d'Asie  	"Birmanie Deuxième plus grande ville de son pays derrière Rangoon. Elle a été surnommée la ""cité des joyaux"", pour son jade réputé. Elle est située sur l'Irrawaddy. "				
Manille <img src=https://www.quizypedia.fr/site_media/images/241/241162590524.jpeg>	Villes d'Asie  	Philippines Capitale d'un pays insulaire constitué de plus de 7500 îles. Elle se trouve sur l'île de Luçon. Elle porte un nom issu du tagalog. 				
Mascate <img src=https://www.quizypedia.fr/site_media/images/199/199765413416.jpeg>	Villes d'Asie  	Oman Capitale d'un sultanat de la péninsule Arabique. Elle est bordée par la plaine d'Al-Batina. Il s'agit de l'une des plus anciennes villes du Moyen-Orient. 				
La Mecque <img src=https://www.quizypedia.fr/site_media/images/177/177897944728.jpeg>	Villes d'Asie  	Arabie saoudite Ville de la péninsule Arabique. Lieu de naissance, selon la tradition islamique, du prophète Mahomet. Elle abrite la Kaaba au cœur de la mosquée Masjid Al-Haram. 				
Medan <img src=https://www.quizypedia.fr/site_media/images/303/303830749714.jpeg>	Villes d'Asie  	Indonésie Capitale de la province de Sumatra du Nord dont la langue la plus parlée est le malais. Quatrième ville la plus peuplée de son pays après Jakarta, Bandung et Surabaya. 				
Médine <img src=https://www.quizypedia.fr/site_media/images/725/725686878194.jpeg>	Villes d'Asie  	Arabie saoudite Ville de la péninsule Arabique, autrefois appelée Yathrib. La ville abrite le tombeau de Mahomet dans la mosquée du Prophète. 				
Mokha <img src=https://www.quizypedia.fr/site_media/images/366/366444257572.jpeg>	Villes d'Asie  	Yémen Ville portuaire située sur la mer Rouge, près du détroit de Bab-el-Mandeb. Elle a laissé son nom à plusieurs appellations de café. 				
Mossoul <img src=https://www.quizypedia.fr/site_media/images/412/412304423441.jpeg>	Villes d'Asie  	Irak Deuxième ville de son pays après Bagdad, chef-lieu de la province de Ninive, en Haute Mésopotamie. Elle est traversée par le Tigre. 				
Nankin <img src=https://www.quizypedia.fr/site_media/images/844/844156830528.jpeg>	Villes d'Asie  	"Chine Capitale de la province du Jiangsu, située sur le delta Yangtze. Elle donne son nom au traité ayant mis fin à la première guerre de l'opium. Elle porte un nom signifiant ""capitale du sud"". "				
Naypyidaw <img src=https://www.quizypedia.fr/site_media/images/324/324865581338.jpeg>	Villes d'Asie  	Birmanie Capitale de son pays depuis 2005, autrefois appelée Pyinmana. Située dans la région de Mandalay, à environ 300 kilomètres de Rangoun, sur un affluent du Sittang. 				
Astana <img src=https://www.quizypedia.fr/site_media/images/785/785096808776.jpeg>	Villes d'Asie  	Kazakhstan Capitale d'un pays d'Asie centrale depuis 1998, elle s'est appelée Akmola, Tselinograd et Noursoultan (de 2019 à 2022, rendant hommage à l'ancien président Nazarbaïev). 				
Oulan-Bator <img src=https://www.quizypedia.fr/site_media/images/546/546489389778.jpeg>	Villes d'Asie  	"Mongolie Ville très polluée, capitale d'un pays avec une très faible densité de population. Elle est située à plus de 1300 mètres d'altitude et traversée par la rivière Toula. Elle porte un nom signifiant ""héros rouge"". "				
Palmyre <img src=https://www.quizypedia.fr/site_media/images/475/475980222778.jpeg>	Villes d'Asie  	Syrie Ville située près d'une oasis. Ses ruines sont adjacentes à la ville moderne de Tadmor. Son très riche patrimoine, classé par l'Unesco, est menacé par la guerre civile syrienne. 				
Pattaya <img src=https://www.quizypedia.fr/site_media/images/495/495285128836.jpeg>	Villes d'Asie  	"Thaïlande Station balnéaire de renommée mondiale, située sur la baie de Bangkok. Elle est considérée comme étant la ""capitale mondiale du tourisme sexuel"". "				
Pékin <img src=https://www.quizypedia.fr/site_media/images/943/943866540866.jpeg>	Villes d'Asie  	Chine Capitale du pays le plus peuplé du monde, appelée Beijing en chinois. Elle abrite des monuments célèbres comme la Cité interdite et le Temple du ciel. 				
Phnom Penh <img src=https://www.quizypedia.fr/site_media/images/210/210048578181.jpeg>	Villes d'Asie  	Cambodge Capitale d'un pays d'Asie du Sud-Est, située au confluent du Tonlé Sap et du Mékong. Elle a été un centre important à la fois pour l'empire khmer et pour les colons français. 				
Phuket <img src=https://www.quizypedia.fr/site_media/images/327/327548179761.jpeg>	Villes d'Asie  	Thaïlande Station balnéaire située sur une île montagneuse et recouverte de forêt tropicale, située dans la mer d'Andaman. 				
Pyongyang <img src=https://www.quizypedia.fr/site_media/images/466/466048365323.jpeg>	Villes d'Asie  	"Corée du Nord Capitale d'un pays d'Extrême-Orient. Elle porte un nom signifiant ""localité calme"". Elle abrite la tour du Juche, le palais du Soleil Kumsusan et l'arc de triomphe de Kim Il-sung. "				
Quezon City <img src=https://www.quizypedia.fr/site_media/images/888/888802878314.jpeg>	Villes d'Asie  	Philippines ancienne capitale d'un pays d'Asie du Sud-Est de 1948 à 1976, elle est située sur l'île de Luçon. Elle a été nommée en hommage au premier président philippin. 				
Ramallah <img src=https://www.quizypedia.fr/site_media/images/291/291562862109.jpeg>	Villes d'Asie  	Palestine Ville située dans les collines du centre de la Cisjordanie, à environ 15 km au nord de Jérusalem. Yasser Arafat a été inhumé dans un terrain de la Mouqata'a, quartier général de l'Autorité palestinienne, situé dans cette ville. 				
Rangoon <img src=https://www.quizypedia.fr/site_media/images/095/095590669637.jpeg>	Villes d'Asie  	Birmanie Capitale économique et plus grande ville d'un pays d'Asie du Sud-Est. Située sur le fleuve Yangon, elle se trouve près du golfe de Martaban, sur la mer d'Andaman. Elle a été la capitale de son pays de 1853 à 2006. 				
Raqqa <img src=https://www.quizypedia.fr/site_media/images/305/305120035888.jpeg>	Villes d'Asie  	Syrie Ville située dans un pays d'Asie de l'ouest, sur les rives de l'Euphrate en aval du lac el-Assad, à 170 km à l'est d'Alep. Elle a été en grande partie détruite lors d'une bataille en 2017. 				
Rawalpindi <img src=https://www.quizypedia.fr/site_media/images/147/147812931380.jpeg>	Villes d'Asie  	Pakistan Ville de la province du Pendjab, c'est la troisième plus grande ville de son pays après Karachi et Lahore. Elle a été capitale nationale de 1959 à 1967, en attendant la construction d'Islamabad. 				
Riyad <img src=https://www.quizypedia.fr/site_media/images/635/635610186433.jpeg>	Villes d'Asie  	Arabie Saoudite Capitale d'un pays asiatique qui se trouve au centre de la péninsule arabique sur un large plateau, le Nejd. On y trouve de nombreux gratte-ciel comme le Burj Rafal ou le Kingdom Centre. 				
Samarcande <img src=https://www.quizypedia.fr/site_media/images/251/251745388008.jpeg>	Villes d'Asie  	Ouzbékistan Ville connue sous le nom de Marakanda à l'époque d'Alexandre le Grand. Installée sur la Route de la soie, entre la Chine et la Méditerranée, elle en a été l'une des principales cités. 				
Sanaa <img src=https://www.quizypedia.fr/site_media/images/732/732425780268.jpeg>	Villes d'Asie  	Yémen Capitale d'un pays de la péninsule arabique, située à environ 2 200 mètres d'altitude, sur un plateau entre le djebel Nogoum et le djebel Ayban. Sa vieille ville est classée au patrimoine mondial de l'Unesco. 				
Séoul <img src=https://www.quizypedia.fr/site_media/images/674/674038091458.jpeg>	Villes d'Asie  	Corée du Sud Capitale d'un pays d'Asie de l'Est, située sur le fleuve Han. Il s'agit de la troisième mégapole la plus peuplée au monde après Tokyo et Mexico. 				
Shanghai <img src=https://www.quizypedia.fr/site_media/images/168/168984764902.jpeg>	Villes d'Asie  	Chine Ville située sur le fleuve Huangpu près de l'embouchure du Yangzi Jiang. Elle abrite le premier port au monde en volume de marchandises. Ville la plus peuplée de son pays. 				
Sidon <img src=https://www.quizypedia.fr/site_media/images/793/793120799631.jpeg>	Villes d'Asie  	Liban Cette ville fut dans l'Antiquité la capitale de la Phénicie. Située à environ 40 km au nord de Tyr et à 40 km au sud de la capitale, Beyrouth. Appelée Sagette ou Sayette durant les Croisades. 				
Sri Jayawardenapura Kotte (ou Kotte) <img src=https://www.quizypedia.fr/site_media/images/309/309518385741.jpeg>	Villes d'Asie  	"Sri Lanka Capitale d'un pays insulaire, elle se trouve dans la banlieue de Colombo. Une partie de son nom signifie ""ville qui transcende la victoire"" en cingalais. "				
Surabaya <img src=https://www.quizypedia.fr/site_media/images/712/712444740525.jpeg>	Villes d'Asie  	Indonésie Deuxième plus grande ville de son pays après Jakarta, la capitale. Capitale de la province de Java oriental, située sur le détroit de Madura. 				
Tachkent <img src=https://www.quizypedia.fr/site_media/images/760/760626527045.jpeg>	Villes d'Asie  	"Ouzbékistan Capitale d'un pays d'Asie centrale, son nom signifie ""citadelle de pierre"". Elle est située près de la frontière avec le Kazakhstan. "				
Tbilissi <img src=https://www.quizypedia.fr/site_media/images/271/271435916856.jpeg>	Villes d'Asie  	Géorgie Capitale d'un pays du Caucase, située sur les rives du fleuve Koura. Située sur un point stratégique entre l'Orient et l'Occident, elle fut l'une des étapes de la route de la soie. 				
Téhéran <img src=https://www.quizypedia.fr/site_media/images/172/172589207846.jpeg>	Villes d'Asie  	Iran Capitale d'un pays d'Asie de l'Ouest, située au pied des monts Elbourz. On y trouve la tour Borj-e Milad et le palais Sa'd Âbâd, ancienne résidence officielle de la famille Pahlavi. 				
Thimphou <img src=https://www.quizypedia.fr/site_media/images/984/984837957960.jpeg>	Villes d'Asie  	Bhoutan Capitale d'un pays situé dans l'Himalaya, elle est située à plus de 2000 mètres d'altitude. Elle a été proclamée capitale dans les années 1950 à la place de Punakha. 				
Tianjin <img src=https://www.quizypedia.fr/site_media/images/803/803908524302.jpeg>	Villes d'Asie  	Chine Quatrième ville de son pays après Shanghai, Pékin et Canton. Elle est située sur les rives du golfe de Bohai, sur la mer Jaune. Elle abrite de nombreuses tours comme la China 117 Tower. 				
